date,day,month,year,quarter,week,is_weekend
2024-11-29,29,11,2024,4,48,False
2024-11-30,30,11,2024,4,48,True
2024-12-01,1,12,2024,4,48,True
2024-12-02,2,12,2024,4,49,False
2024-12-03,3,12,2024,4,49,False
2024-12-04,4,12,2024,4,49,False
2024-12-05,5,12,2024,4,49,False
2024-12-06,6,12,2024,4,49,False
2024-12-07,7,12,2024,4,49,True
2024-12-08,8,12,2024,4,49,True
2024-12-09,9,12,2024,4,50,False
2024-12-10,10,12,2024,4,50,False
2024-12-11,11,12,2024,4,50,False
2024-12-12,12,12,2024,4,50,False
2024-12-13,13,12,2024,4,50,False
2024-12-14,14,12,2024,4,50,True
2024-12-15,15,12,2024,4,50,True
2024-12-16,16,12,2024,4,51,False
2024-12-17,17,12,2024,4,51,False
2024-12-18,18,12,2024,4,51,False
2024-12-19,19,12,2024,4,51,False
2024-12-20,20,12,2024,4,51,False
2024-12-21,21,12,2024,4,51,True
2024-12-22,22,12,2024,4,51,True
2024-12-23,23,12,2024,4,52,False
2024-12-24,24,12,2024,4,52,False
2024-12-25,25,12,2024,4,52,False
2024-12-26,26,12,2024,4,52,False
2024-12-27,27,12,2024,4,52,False
2024-12-28,28,12,2024,4,52,True
2024-12-29,29,12,2024,4,52,True
2024-12-30,30,12,2024,4,1,False
2024-12-31,31,12,2024,4,1,False
